text,summary
"Jakarta , CNN Indonesia - - Siapa bilang pegiat kebugaran senantiasa disiplin berolahraga dan berdiet ? Kenyataannya , sebagaimana dikabarkan laman Cosmopolitan mereka juga sesekali melanggar aturan demi kesenangan pribadi . Begitu pula bintang kebugaran Instagram . Mereka tidak rutin mengonsumsi jus sayur dan buah atau roti panggang avokad , sekalipun 95 persen waktu dihabiskan di pusat kebugaran . Lantas apa saja ‘ kesalahan nikmat’ delapan bintang Instagram ini ? 1 . Terbang selama 24 jam tanpa sempat berolahraga . Ini pernah dilakukan bintang kebugaran Instagram Kayla Itsines ( @kaylaitsines ) , yang memiliki 5,7 juta follower saat naik pesawat terbang dari Australia ke New York , Amerika Serikat . 2 . “ Kurang tidur , ” tulis pelatih kebugaran sekaligus pendiri Tone It Up , Karena dan Katrina ( @ToneItUp ) , yang memiliki lebih dari 743 ribu follower . “ Kami bekerja sampai larut malam , makanya kami berusaha agar bisa tidur cukup , ” kata keduanya . 3 . “ Menghabiskan seluruh makanan di piring , ” kata Massy Arias ( @massy.arias ) , pelatih kebugaran asal Los Angeles yang memiliki lebih dari 2,1 juta follower , tentang kebiasaan buruknya . “ Sekarang saya hamil , tidak makan banyak , karena mual . ” 4 . “ Belakangan ini , hidup saya tidak sehat sejak kecanduan Netflix , ” kata Sjana Earp ( @sjanaelise ) . Gara - gara itu , pelatih yoga yang memiliki 1,2 juta follower ini terlalu lama duduk . Tapi sebisa mungkin ia masih menggerakkan tubuh . 5 . “ Jadi pencandu kerja , ” kata pelatih kebugaran sekaligus kreator Body Guides creator Anna Victoria ( @annavictoria ) soal kebiasaan buruknya . “ Begitu mata terbuka , biasanya saya mengerjakan ini itu . Sebab sulit untuk meninggalkan pekerjaan . ” 6 . “ Saya sempat kecanduan makan Nutella , ” kata Alyssa Bossio ( @Fittlyss ) , blogger kebugaraan dan gaya hidup yang memiliki hampir satu juta follower . Untung saja sang kekasih mengingatkan agar ia tidak kelewat banyak makan selai cokelat . 7 . “ Saya menikmati segelas wine dan pizza , ” kata Autumn Calabrese ( @autumncalabrese ) , kreator 21 Day Fix , yang memiliki sekitar 425 ribu follower . Ia melakukan ‘ kebiasaan buruk’ ini sedikitnya dua atau tiga kali dalam satu bulan . 8 . “ Minum dua cangkir kopi per hari — ini satu kemewahan saya ! ” kata Emily Skye ( @emilyskyefit ) , sang brand ambassador Reebok Women yang memiliki lebih dari 1,8 juta follower . Mereguk beberapa cangkir kopi tidak membahayakan kesehatan . Sekalipun bagi sebagian orang bisa berujung masalah . ( vga / vga )","Kenyataannya pegiat kebugaran pun sesekali melanggar aturan demi kesenangan pribadi . Berikut ' kesalahan nikmat ' delapan bintang Instagram adalah terbang selama 24 jam tanpa sempat berolahraga , kurang tidur , menghabiskan seluruh makanan di piring , kecanduan Netflix , pencandu kerja , kecanduan makan Nutella , menikmati segelas wine dan pizza , dan meminum dua cangkir kopi per hari ."
"CIREBON ( Pos Kota ) - Pemerintahan Kota ( Pemkot ) Cirebon , Jawa Barat saat ini gencar melakukan pengembangan wilayah dengan memfokuskan pembangunan ke arah bagian selatan , tepatnya di Kecamatan Hahjamukti dan sekitarnya . Menurut Assisten Pembangunan Yoyon Indrayana , wilayah selatan kota merupakan wilayah yang cukup potensial untuk dilakukan pengembangan . Tentu saja hal ini terkait dengan luas wilayah yang melebihi dibanding empat kecamatan lainnya di kota Cirebon . “ Sehingga sangat mungkin dilakukan penataan sesuai dengan renstra yang ada , ” tegasnya . Untuk menunjang kelancarannya , Pemkot Cirebon kemudian membenahinya dan langkah awal yang dilakukan yakni dengan meningkatkan sarana infrastruktur jalan . Tahun 2016 kemarin digelontorkan puluhan miliar dana untuk membangun betonisasi jalan disana . “ Betonisasi kami lakukan sampai di tempat atau kampung yang lokasinya berada di paling ujung selatan Kota Cirebon , ” tandasnya . Menurutnya , ketersediaan infrastruktur yang baik merupakan faktor utama memajukan sebuah kawasan . Karena infrastruktur jalan yang baik akan lebih cepat mengembangkan atau meningkatkan pembangunan . “ Untuklah ke depannya Pemkot Cirebon akan lebih berkonsentrasi mengembangkan pembangunan di bagian selatan , ” tegasnya . ( darman )","Pemerintahan Kota ( Pemkot ) Cirebon , Jawa Barat saat ini gencar melakukan pengembangan wilayah dengan memfokuskan pembangunan ke arah bagian selatan , tepatnya di Kecamatan Hahjamukti dan sekitarnya . Menurut Assisten Pembangunan Yoyon Indrayana , wilayah selatan kota merupakan wilayah yang cukup potensial untuk dilakukan pengembangan . Tentu saja hal ini terkait dengan luas wilayah yang melebihi dibanding empat kecamatan lainnya di kota Cirebon ."
"Suara.com - Dekan Fakultas Manajemen Pertahanan ( FMP ) Universitas Pertahanan ( Unhan ) Laksda TNI Amarulla Octavian , memberikan kuliah umum kepada sivitas akademika Universitas Musamus di Merauke , Papua . Kuliah umum berjudul “ Wawasan Kebangsaan dan Bela Negara ” adalah kegiatan Pengabdian Kepada Masyarakat ( PKM ) Unhan sebagai Kampus Bela Negara merupakan bentuk nyata implementasi program Bela Negara yang diselenggarakan oleh Kementerian Pertahanan . Kuliah umum tersebut dilaksanakan pada Rabu ( 29 / 11 / 2017 ) di hadapan ratusan mahasiswa dan dosen dari 7 fakultas Universitas Musamus . Dalam acara tersebut , Octavian didampingi para dekan dan pejabat rektorat serta pejabat dari Lantamal XI Merauke , Korem 174 , Polres Merauke dan Pemkab Merauke . Kehadiran Dekan FMP Unhan juga ditujukan untuk memenuhi undangan Rektor Universitas Musamus untuk lebih menggelorakan semangat kebangsaan Indonesia para mahasiswa di universitas kebanggaan Papua tersebut . "" Kuliah umum mendapatkan apresiasi yang tinggi dari para mahasiswa dengan banyaknya tanggapan atas wawasan kebangsaan Indonesia yang dipahami sebagai wawasan nasional untuk seluruh suku bangsa , termasuk suku bangsa Papua , "" kata Octavian dalam keterangan tertulis , Jumat ( 1 / 12 / 2017 ) . Para mahasiswa Papua juga sangat antusias menyimak bentuk konkret upaya - upaya bela negara yang dapat diterapkan sehari-hari untuk menjadi mahasiswa yang penuh prestasi . "" Diakui bahwa program Bela Negara merupakan motor pendorong semangat mahasiswa di Papua untuk menjadi generasi muda Indonesia yang memiliki daya saing tinggi dibandingkan mahasiswa lain di seluruh dunia , "" ujarnya . Pada kesempatan yang sama disampaikan pula sosialisasi program pendidikan di Unhan untuk mahasiswa dan dosen Universitas Musamus yang ingin melanjutkan studi hingga jenjang S2 dan S3 di Unhan . "" Kita menyadari   sepenuhnya bahwa ilmu pertahanan sangat dibutuhkan untuk memperkuat jatidiri Universitas Musamus membangun masyarakat Papua di tengah kompetisi global pada masa mendatang , "" tutupnya .","  Dekan Fakultas Manajemen Pertahanan ( FMP ) Universitas Pertahanan ( Unhan ) Laksda TNI Amarulla Octavian , memberikan kuliah umum kepada sivitas akademika Universitas Musamus di Merauke , Papua . Kuliah umum berjudul “ Wawasan Kebangsaan dan Bela Negara "" pada   Rabu ( 29 / 11 ) silam . Kuliah tersebut mendapatkan apresiasi yang tinggi dari para mahasiswa dengan banyaknya tanggapan atas wawasan kebangsaan Indonesia yang dipahami sebagai wawasan nasional untuk seluruh suku bangsa ."
"Pasca akuisisi terhadap startup manajemen dan analisis event Loket , Go - Jek dikabarkan masih terus mencari startup yang bisa “ diambil alih ” . Berdasarkan informasi dari tiga sumber yang berbeda , disebutkan   perusahaan yang dinakhodai Nadiem Makarim ini   masih mencari sekitar 4 - 5 perusahaan lagi yang bakal diakuisisi dalam usaha menguasai sektor on-demand . Dalam perjalanannya selama dua tahun terakhir , setidaknya Go - Jek telah mengakuisisi 4 startup teknologi dari India ( kemudian menjadi basis Go - Jek Engineering India ) , 1 startup pembayaran ( menjadi basis layanan e - money Go - Pay ) , dan 1 startup event ( Loket ) . Akuisisi membantu mengakselerasi adopsi Go - Jek terhadap penguasaan teknologi dan kepemilikan pasar . Salah satu yang paling strategis adalah akuisisi terhadap pemilik lisensi e - money yang terbukti memang tidak mudah mendapatkannya . Go - Jek kini tidak bisa dilihat hanya sebagai layanan transportasi . Bisnis Go - Jek kini sudah menggurita ke layanan pengantaran makanan ( Go - Food ) , layanan pembelian tiket kegiatan hiburan ( Go - Tix ) , layanan pembelian barang kebutuhan sehari-hari ( Go - Shop dan Go - Mart ) , layanan pembersihan rumah ( Go - Clean ) , layanan kecantikan dan kesehatan ( Go - Glam dan Go - Massage ) , dan lain-lain . Jika melihat sejarah akuisisi yang dilakukan Go - Jek , setelah Loket yang memperkuat pengalaman penggunaan Go - Tix , bisa jadi langkah selanjutnya adalah akuisisi terhadap startup yang memperkuat Go - Clean , Go - Mart , atau Go - Med sekalipun . Yang terakhir sudah dipegang perusahaan afiliasi , karena Go - Jek tercatat sebagai investor HaloDoc . Meskipun demikian , tak tertutup peluang Go - Jek mengakuisisi vertikal lain , bahkan macam perusahaan pengembang game sekalipun , karena salah satu yang ingin dilakukan adalah adopsi penggunaan Go - Pay di berbagai layanan . Khusus untuk Go - Food , Go - Jek sedang tahap implementasi Go - Resto yang menyederhanakan proses pemesanan makanan . Nantinya setiap mitra restoran memiliki akun Go - Pay , sehingga pembayaran dari konsumen ( melalui Go - Pay ) bisa langsung masuk ke rekening restoran . Mitra pengemudi tak perlu repot “ menalangi ” pesanan yang masuk dan benar-benar hanya menjadi sarana logistik yang mengantarkan makanan dari restoran / warung ke konsumen . Masuknya dana segar dari sejumlah perusahaan , yang rumornya kencang sudah masuk sebagai investor adalah Tencent dan JD.com , mendorong Go - Jek untuk terus mempercantik valuasi dan cashflow . Go - Jek bisa dibilang kini memiliki cadangan dana yang cukup untuk melakukan scale di dua arah , menambah jangkauan kota sekaligus meningkatkan kualitas diversifikasi layanannya . IPO menjadi jalan yang dianggap logis karena akuisisi untuk perusahaan sebesar Go - Jek yang bermain di pasar on-demand tidak mudah . Belum lagi sentimen nasionalisme karena dua pesaing Go - Jek berasal dari negara asing . Apa jadinya jika Go - Jek nanti diakuisisi Softbank , Didi , atau bahkan Alibaba ? Meski demikian , seandainya jadi melakukan IPO pun , rencana tersebut tidak akan dilakukan dalam waktu dekat . Disebutkan secepat - cepatnya langkah itu baru terlaksana di tahun 2020 mendatang . Dua    rencana    go public yang akan diadakan startup teknologi lokal di BEI akhir tahun ini akan menjadi test case bagaimana penerimaan publik terhadap perusahaan teknologi yang selama dikenal mengutamakan pertumbuhan ketimbang cashflow dan revenue . DailySocial.id adalah portal berita startup dan inovasi teknologi . Kamu bisa menjadi member komunitas startup dan inovasi DailySocial.id , mengunduh laporan riset dan statistik seputar teknologi secara cuma-cuma , dan mengikuti berita startup Indonesia dan gadget terbaru .","Go - Jek masih terus mencari startup yang bisa “ diambil alih ” . Dikabarkan bahwa perusahaan yang dinakhodai Nadiem Makarim ini masih mencari sekitar 4 - 5 perusahaan lagi untuk diakuisisi menguasai sektor on-demand . Masuknya dana segar mendorong Go - Jek untuk terus mempercantik valuasi dan cashflow . Go - Jek kini memiliki cadangan dana yang cukup untuk melakukan scale dua arah , menambah jangkauan kota sekaligus meningkatkan kualitas diversifikasi layanannya ."
"JAKARTA ( Pos Kota ) –Presiden Joko Widodo mengaku sudah mengingatkan Menteri kelautan dan Perikanan agar konsentrasinya saat ini lebih ke industri pengolahan ikan . Tujuannya untuk mendorong ekspor ikan yang saat ini turun . Tapi   Jokowi mengaku tetap mendukung seluruh kebijakan yang dibuat oleh para menterinya asalkan untuk kebaikan . Kebijakan penenggelaman kapal itupun dinilai Jokowi penting untuk menunjukan hukum Indonesia yang tak main-main serta memberikan efek jera bagi kapal pencuri ikan . “ Semua saya dukung . Jadi penenggelaman bentuk law inforcement yang kita tunjukkan bahwa kita tidak main-main terhadap pencurian ikan . Oleh sebab itu , yang ditengelamkan yang paling serem itu untuk efek jera , ” jelasnya . Jokowi menegaskan   kebijakan yang dibuat menteri - menterinya pun dilakukan untuk kebaikan . “ Setiap menteri pasti memiliki kebijakan , dan kebijakan itu pasti untuk kebaikan . Gak ada untuk jelekan itu enggak ada , ” ujarnya . Pernyataan Jokowi terkait silang pendapat antara Menteri Kelautan dan Perikanan Susi Pudjiastuti dengan Menko Kemaritiman Luhut Panjaitan terkait soal penenggelaman kapal yang tertangkap melakukan pencurian ikan . Luhut minta Susi menghentikan penenggelaman ikan , tapi Susi tetap pada pendiriannya meski kapal yang ditenggelamkan sudah lebih dari 300 buah . ( us )",Presiden Jokowi mengingatkan Menteri kelautan dan Perikanan agar konsentrasinya saat ini lebih ke industri pengolahan ikan . Tujuannya untuk mendorong ekspor ikan yang saat ini turun . Tapi Jokowi mengaku tetap mendukung seluruh kebijakan yang dibuat menterinya asalkan untuk kebaikan . Kebijakan penenggelaman kapal itupun dinilai Jokowi penting untuk menunjukan hukum Indonesia yang tak main-main serta memberikan efek jera bagi kapal pencuri ikan .
"Samarinda , Kalimantan Timur ( ANTARA News ) - "" Saat itu saya sedang membawa mobil hendak berjualan di Sumalindo , tiba-tiba orang ramai dan ada kepulan asap dari Gereja Oikumene . Saya bertanya ada apa ? Warga menjawab ada bom dan kebakaran dan menunjuk pria berambut panjang lari menuju Dermaga Sumalindo , "" ujar Samuel Tulung , warga Samarinda , Minggu petang . Dia ditemui di lokasi ledakan bom , di Gereja Oikumene , Samarinda Seberang , Minggu sore . Dia katakan , tanpa berpikir panjang , mengaku langsung memacu mobilnya , mengejar laki-laki itu .","Samuel Tulung , warga Samarinda ditemui di lokasi ledakan bom di Gereja Oikumene , Samarinda Seberang , pada Minggu sore ( 13 / 11 ) . Ia menceritakan bagaimana pengejarannya terhadap laki-laki diduga sebagai pelaku peledak bom yang mengenakan kaus berwarna hitam dan celana model cargo berwarna coklat hingga ke tepi Sungai Mahakam . Terduga pelaku berhasil ditangkap dan diserahkan ke polisi dengan perahu yang berada di sekitar lokasi ."
"Sekali lagi Xiaomi   menempatkan dirinya sebagai ‘ produsen ponsel perusak harga’ , dan kali ini   bisa diprediksi bakal membuat para kompetitor atur strategi . Xiaomi kembali menggebrak pasar smartphone Indonesia , lewat Redmi 5A yang dibanderol dengan harga di bawah kompetitif , yakni Rp 999.000 . ‘ The Entry - level Killer ‘ , mungkin itulah sebutan yang cocok untuk Redmi 5A. Dengan harga satu juta kurang seribu , Anda akan mendapatkan smartphone , yang diklaim Xiaomi ,   terbaik di kelasnya , baik itu kamera , performa , dan daya tahan baterainya . Lalu , peningkatan apa yang diusung Xiaomi Redmi 5A , terutama bila dibandingkan dengan Redmi 4A. Sebenarnya tidak terlalu banyak perbedaan , tapi memang ada sejumlah peningkatan . Pertama , body -nya kini sudah menggunakan material metal   Hanya bagian   frame -nya saja yang menggunakan bahan logam aluminium . Bagian belakang masih menggunakan bahan   polycarbonate   dengan   finishing   logam . Hal ini menjadi kan Redmi 5A sama dengan Redmi 4A masih berbalut plastik . Kesan premium pun sangat terasa begitu saya memegangnya , dengan layar 5 inci 720p , ukuran body -nya sangat compact , dan nyaman digunakan dalam satu tangan . Kedua , Redmi 5A sudah menjalankan OS yang lebih baru , MIUI 9 berbasis Android 7.1 Nougat yang dirancang berjalan lebih smooth dan dibekali fitur menarik , Split Screen   dan Smart Photo Editing   adalah dua diantaranya . Lalu , yang ketiga ada sedikit peningkatan disektor kamera . Kini sudah dibekali teknologi phase detection autofocus . Sisanya masih sama seperti pendahulunya , kamera 13 - megapixel , bukaan f/2.2 , dan satu buah LED Flash . Sedangkan , kamera depannya harus puas dengan spesifikasi 5 - megapixel . Dalamannya juga masih sama , Redmi 5A ditenagai chipset Qualcomm Snapdragon 425 , ditopang RAM 2 GB , ruang simpan 16 GB , dan baterai 3000 mAh yang tahan lama ( meski lebih rendah sedikit dari Redmi 4A ) . Harga jual Redmi 5A di Indonesia   adalah yang terendah dibandingkan seluruh pasar Xiaomi lainnya . Tujuan Xiaomi   ialah untuk mendorong pengguna feature phone menjadi pengguna smartphone dan memperbesar jumlah pengakses internet di Indonesia . Di Tiongkok sendiri , Redmi 5A dijual Rp 1,3 juta . Sedangkan , versi sebelumnya yakni Redmi 4A , yang saat ini masih dijual di Indonesia , dibanderol Rp 1,5 juta . Anda tertarik ? Redmi 5A akan tersedia secara online di Lazada pada tanggal 27 Desember 2017 dan bisa didapatkan juga secara offline di Authorized Mi Store dan gerai Indosat Ooredo di hari yang sama . Koreksi   ( 29 Desember 2017 Pukul 15.25 ) : Ada perbaikan yang membahas body dari Redmi 5A. DailySocial.id adalah portal berita startup dan inovasi teknologi . Kamu bisa menjadi member komunitas startup dan inovasi DailySocial.id , mengunduh laporan riset dan statistik seputar teknologi secara cuma-cuma , dan mengikuti berita startup Indonesia dan gadget terbaru .","  Xiaomi kembali menggebrak pasar smartphone Indonesia , lewat Redmi 5A yang dibanderol dengan harga di bawah kompetitif , yakni Rp 999.000 . Sebutan yang cocok untuk Redmi 5A yaitu ‘ The Entry - level Killer ‘ . Anda akan mendapatkan smartphone terbaik di kelasnya , baik itu kamera , performa dan daya tahan baterainya . Lalu , peningkatan apa yang diusung Xiaomi Redmi 5A , terutama bila dibandingkan dengan Redmi 4A."
"Jakarta ( ANTARA News ) - Whatsapp memperkenalkan fitur terbaru mereka , video call atau panggilan video awal pekan ini tetapi sudah disalahgunakan oleh spammer . Dikutip dari laman Times of India , segera setelah diluncurkan pada 15 November lalu , pengguna Whatsapp menerima tautan undangan video call . Tetapi , begitu di klik , pengguna akan diarahkan ke laman lain untuk mengaktifkan fitur tersebut . Pesan tersebut berbunyi "" You're invited to try WhatsApp Video Calling feature . Only people with the invitation can enable this feature "" . Begitu di klik , pengguna diarahkan ke website dan diminta untuk mengklik “ enable”.Pengguna diarahkan ke laman baru yang meminta verifikasi . Selanjutnya , pengguna diminta untuk membagikan dan mengundang empat orang lainnya untuk mengaktifkan fitur dengan tautan yang sama . Tampilan laman terlihat meyakinkan , tetapi mengklik tautan tersebut membuat rentan diretas . Cara yang benar untuk mengaktifkan video call Whatsapp adalah dengan memperbaharui di Google Playstore atau Apple Store . Fitur video call akan otomatis aktif bila sudah memasang Whatsapp versi terbaru .","Meski terbilang baru , fitur video call dalam aplikasi Whatsapp sudah disalahgunakan oleh spammer . Dikutip dari laman Times of India , setelah diluncurkan pada 15 November lalu , pengguna Whatsapp menerima tautan undangan video call . Namun begitu di klik , pengguna akan diarahkan ke laman lain untuk mengaktifkan fitur tersebut . Hal ini patut diwaspadai karena dapat menjadikan perangkat elektronik kita rentan untuk diretas ."
"Jakarta , CNN Indonesia - - Norwegia selama ini dikenal sebagai negara penjunjung kesetaraan gender . Namun menurut laporan media lokal pada Kamis ( 23 / 11 ) , ribuan pekerja seni di sana melaporkan pelecehan seksual yang pernah mereka alami . “ Rasa malu dan bersalah harus ditempatkan di mana ia semestinya berada : di antara mereka yang melecehkan dan mereka yang melindunginya , ” demikian tertulis dalam petisi yang ditandatangani oleh 295 penyanyi perempuan . Petisi itu sendiri , seperti dikutip AFP , ditayangkan di Aftenposten . Di tulisan yang berbeda , 706 musisi perempuan menyebutkan bahwa “ tidak ada alasan untuk percaya bahwa komunitas musik di sini lebih baik , bahkan di negara dengan gender paling setara di dunia sekali pun . ” Predikat itu disandang oleh Norwegia sejak ia ditetapkan sebagai negara kedua dengan gender paling setara pada 2017 oleh laporan Forum Ekonomi Dunia . Perempuan dan lelaki punya hak yang sama dalam pekerjaan , politik dan lingkungan bisnis . Di posisi pertama ada Islandia , Finlandia di peringkat ketiga dan disusul Swedia di tempat kelima . Namun itu tak berarti pelecehan seksual pun tak terjadi di sana . Selebriti - selebriti di Norwegia bersuara memprotes pelecehan seksual setelah apa yang terjadi di Hollywood . Isu itu memang marak karena ratusan perempuan melaporkan bahwa mereka dilecehkan secara seksual oleh produser besar Harvey Weinstein . Weinstein melecehkan lebih dari 100 perempuan selama lebih dari dua dekade . Beberapa di antaranya selebriti besar , termasuk Angelina Jolie dan Gwyneth Paltrow . Di Norwegia beberapa selebriti yang mengaku juga mengalami hal yang sama ada yang memutuskan melapor sebagai anonim . Seorang musisi misalnya , menulis “ di Oslo daya korban penyerangan oleh seseorang yang saya sukai . ” “ Saya pikir , seperti yang lain , ini sesuatu yang biasa , bahwa ini bukan hal yang layak untuk ditanggapi , ” ujarnya melanjutkan . Penyanyi lain mengatakan dirinya sering dikomentari secara tidak pantas tentang seksualitasnya . “ Saya mendapat pesan teks yang tak terhitung jumlahnya dari rekan kerja yang menulis tentang penampilan saya , bukan tentang karya yang saya lakukan , ” akunya . Total , hampir 2.000 jumlah musisi perempuan yang mengakui itu . Namun sejauh ini belum ada respons atau tindak lanjut yang menanggapi suara mereka . ( rsa )","Norwegia selama ini dikenal sebagai negara penjunjung kesetaraan gender . Namun menurut laporan media lokal pada Kamis ( 23 / 11 ) , ribuan pekerja seni di sana melaporkan pelecehan seksual yang pernah mereka alami . Selebriti - selebriti di Norwegia bersuara memprotes pelecehan seksual setelah apa yang terjadi di Hollywood . Isu itu memang marak karena ratusan perempuan melaporkan bahwa mereka dilecehkan secara seksual oleh produser besar Harvey Weinstein ."
"Presiden Barcelona , Josep Maria Bartomeu mengatakan pihaknya akan memeriksa bagaimana cara Real Madrid bisa mendapat keringanan soal hukuman embargo transfer . Madrid awalnya dikenai sanksi larangan aktivitas transfer sejak Januari tahun ini setelah komisi disiplin FIFA mendapati mereka melanggar aturan terkait ' transfer internasional dan pendaftaran pemain di bawah usia 18 tahun ' . Sanksi Embargo Transfer Real Madrid Diperingan Namun , hukuman tersebut direduksi pada Selasa ( 20 / 12 ) , setelah banding yang diajukan kampiun Liga Champions tersebut dikabulkan oleh Pengadilan Arbitrase untuk Olahraga ( CAS ) , menjadikan embargo hanya berlaku untuk satu jendela dari awalnya dua jendela transfer . Menanggapi kasus tersebut , Barcelona , yang pernah mendapatkan hukuman serupa pada 2014 lalu dan gagal mendapatkan keringanan , melalui sang presiden melontarkan tanggapan khusus . "" Kami akan menemui tim pengacara , "" tutur Bartomeu kepada para reporter . "" Ini firma hukum yang sama . Kami akan berbicara dengan mereka dan menanyakan apa perbedaan yang ada pada dua kasus tersebut . "" "" Saya harap memang benar-benar ada perbedaan , tapi saya tak tahu apa perbedaan yang ada apabila benar-benar memang ada . ""","Presiden Barcelona , Josep Maria Bartomeu mengatakan pihaknya akan memeriksa bagaimana cara Real Madrid bisa mendapat keringanan soal hukuman embargo transfer . Madrid awalnya dikenai sanksi larangan aktivitas transfer sejak Januari tahun ini setelah komisi disiplin FIFA mendapati mereka melanggar aturan terkait ' transfer internasional dan pendaftaran pemain di bawah usia 18 tahun ' ."
"Jakarta , CNN Indonesia - - Sembilan perempuan petani Kendeng memulai aksi menabuh lesung di depan Istana Merdeka pada hari ini . Mereka meminta Presiden Jokowi tak mengorbankan para petani dalam investasi . Hal itu disampaikan Jaringan Masyarakat Peduli Pegunungan Kendeng ( JMPPK ) dalam keterangan tertulisnya . JMPPK menyatakan mayoritas masyarakat adalah petani dan nelayan , sehingga kebijakan pembangunan tak boleh mengorbankan rakyat . Perempuan petani itu mengingatkan bahwa pemerintah mempunyai kewajiban untuk mengingatkan pemerintah jika terjadi kesalahan kebijakan pembangunan . Seperti bunyi lesung yang ditabuh , demikian JMPPK , adalah sebagai tanda peringatan terjadi bencana . “ Hati kami masih percaya bahwa Pak Jokowi masih mempunyai nurani untuk mengambil keputusan yang paling tepat dan benar untuk rakyat , ” demikian pernyataan tersebut , Rabu ( 12 / 4 ) . JMPPK mengatakan petani Kendeng sebenarnya sudah meminta lembaga terkait dengan pembangunan pabrik dan penambangan di sepanjang pegunungan Kendeng . Namun , para petani itu menyatakan , permohonan itu tak dipedulikan . Komnas HAM meminta Presiden Jokowi untuk menghentikan pembangunan pabrik semen dan pertambangan batu kapur di Rembang di pegunungan Kendeng untuk segera dihentikan . Hal itu disampaikan Ketua Komnas HAM Nurkholis melalui surat resmi kepada Jokowi tertanggal 7 April 2017 . Nomor surat itu adalah 059/TUA / IV/2017 . Komnas HAM menyimpulkan terdapat pelbagai sebab konflik di Rembang , di antaranya adalah regulasi yang bias , partisipasi masyarakat yang minim hingga tak dihormatinya putusan MA . Putusan MA Nomor 99/PK / TUN/2016 membatalkan Izin Lingkungan yang diterbitkan atas nama PT Semen Indonesia Tbk . “ Komnas HAM berpendapat dan merekomendasikan agar aktivitas pembangunan pabrik semen dan penambangan batu kapur itu tidak dilanjutkan , ” kata Nurkholis dalam surat resmi kepada Presiden .","Sembilan perempuan petani Kendeng memulai aksi menabuh lesung di depan Istana Merdeka pada hari ini . Mereka meminta Presiden Jokowi tak mengorbankan para petani dalam investasi . JMPPK menyatakan mayoritas masyarakat adalah petani dan nelayan , sehingga kebijakan pembangunan tak boleh mengorbankan rakyat . Perempuan petani itu mengingatkan bahwa pemerintah mempunyai kewajiban untuk mengingatkan pemerintah jika terjadi kesalahan kebijakan pembangunan ."
"Jakarta , CNN Indonesia - - Menteri Koordinator Bidang Perekonomian Darmin Nasution menilai , proyeksi ekonomi China yang melambat pada tahun ini tidak akan berdampak besar bagi perdagangan Indonesia . Sekadar informasi , sebelumnya pemerintah China mengumumkan target pertumbuhannya hanya sebesar 6,5 persen atau lebih rendah dari realisasi pertumbuhan tahun lalu yang sebesar 6,7 persen . Pun demikian , proyeksi itu masih dalam rentang perkiraan yang telah dibuat sebelumnya . "" Kalau perubahan segitu ( 0,2 persen ) , tidak besar - lah dampaknya . Kalau perubahan agak besar , setengah persen akan ada pengaruhnya terhadap perdagangan , "" ujar Darmin saat ditemui di Gedung Djuanda I , Kementerian Keuangan , Senin ( 6 / 3 ) . Menurut Darmin , dibandingkan dengan Indonesia , dampak perlambatan ekonomi China bakal lebih besar untuk neraca perdagangan China - Amerika . "" Dampaknya itu mestinya masih antara mereka ( China ) dan Amerika , mungkin ya , "" jelasnya . Perlambatan ekonomi Tirai Bambu telah diantisipasi seluruh dunia . Hal itu seiring dengan trasisi ekonomi dari yang banyak bergantung pada investasi , industri manufaktur , dan perdagangan ke arah konsumsi rumah tangga . Sebagai informasi , China merupakan salah satu negara tujuan ekspor terbesar bagi Indonesia . Tahun lalu , ekspor non - migas ke China mencapai US$ 15,09 juta atau 11,49 persen dari total ekspor non migas . Selain itu , China juga merupakan asal impor non migas terbesar yaitu mencapai US$ 30,69 juta atau 26,24 persen dari total impor nonmigas . ( bir / gen )","Menteri Koordinator Bidang Perekonomian Darmin Nasution menilai , proyeksi ekonomi China yang melambat pada tahun ini tidak akan berdampak besar bagi perdagangan Indonesia . Ia menambahkan , dibandingkan dengan Indonesia , dampak perlambatan ekonomi China bakal lebih besar untuk neraca perdagangan China - Amerika . Hal itu seiring dengan transisi ekonomi dari yang banyak bergantung pada investasi , industri manufaktur , dan perdagangan ke arah konsumsi rumah tangga ."
